X	Y	P20_001	P20_002	P20_003	P20_004	P20_005	P20_006	P20_007	P20_008	P20_009	P20_010	P20_011	P20_012	レベル	備考	緯度	経度	NO
139.739538	35.686898	13101	いきいきプラザ一番町	東京都千代田区一番町12-2	指定避難所、二次避難所	-1	-1	0	0	0	0	0	1	1		35.686898	139.739538	1
139.760433	35.697347	13101	お茶の水小学校	東京都千代田区猿楽町1-1-1	指定避難所、地区救援センター	-1	-1	0	0	0	0	0	1	1		35.697347	139.760433	2
139.778599	35.699319	13101	ちよだパークサイドプラザ	東京都千代田区神田和泉町1	指定避難所、地区救援センター	-1	-1	0	0	0	0	0	1	3		35.699319	139.778599	3
139.777894	35.694467	13101	岩本町ほほえみプラザ	東京都千代田区岩本町2-15-3	指定避難所	-1	-1	0	0	0	0	0	1	3		35.694467	139.777894	4
139.773094	35.691698	13101	旧今川中学校	東京都千代田区鍛冶町2-4-2	指定避難所	-1	-1	0	0	0	0	0	1	3		35.691698	139.773094	5
139.770683	35.70421	13101	旧練成中学校	東京都千代田区外神田6-11-14	指定避難所	-1	-1	0	0	0	0	0	1	3		35.70421	139.770683	6
139.740546	35.690291	13101	九段小学校	東京都千代田区三番町16	指定避難所	-1	-1	0	0	0	0	0	1	1		35.690291	139.740546	7
139.752106	35.695169	13101	九段生涯学習館	東京都千代田区九段南1-5-10	指定避難所	-1	-1	0	0	0	0	0	1	1		35.695169	139.752106	8
139.7464583	35.69650276	13101	九段中等教育学校	東京都千代田区富士見1-10-14	指定避難所	-1	-1	0	0	0	0	0	1	4		35.69650276	139.7464583	9
139.767556	35.68917	13101	区立スポーツセンター	東京都千代田区内神田2-1-8	指定避難所	-1	-1	0	0	0	0	0	1	1		35.68917	139.767556	10
139.756516	35.697124	13101	高齢者センター	東京都千代田区神田神保町2-20	指定避難所、二次避難所	-1	-1	0	0	0	0	0	1	1		35.697124	139.756516	11
139.739824	35.685653	13101	麹町小学校	東京都千代田区麹町2-8	指定避難所、地区救援センター	-1	-1	0	0	0	0	0	1	1		35.685653	139.739824	12
139.738769	35.680598	13101	麹町中学校	東京都千代田区平河町2-5-1	指定避難所	-1	-1	0	0	0	0	0	1	1		35.680598	139.738769	13
139.769904	35.701152	13101	昌平童夢館	東京都千代田区外神田3-4-7	指定避難所、地区救援センター	-1	-1	0	0	0	0	0	1	3		35.701152	139.769904	14
139.76846	35.693486	13101	神田さくら館	東京都千代田区神田司町2-16	指定避難所、地区救援センター	-1	-1	0	0	0	0	0	1	3		35.693486	139.76846	15
139.756822	35.694708	13101	神田一橋中学校	東京都千代田区一ツ橋2-6-14	指定避難所	-1	-1	0	0	0	0	0	1	1		35.694708	139.756822	16
139.781071	35.69457	13101	都立一橋高校	東京都千代田区東神田1-12-13	指定避難所	-1	-1	0	0	0	0	0	1	1		35.69457	139.781071	17
139.747406	35.696096	13101	都立九段高校	東京都千代田区九段北2-2-1	指定避難所	-1	-1	0	0	0	0	0	1	1		35.696096	139.747406	18
139.739435	35.676043	13101	都立日比谷高校	東京都千代田区永田町2-16-1	指定避難所	-1	-1	0	0	0	0	0	1	1		35.676043	139.739435	19
139.734074	35.688069	13101	番町小学校	東京都千代田区六番町8	指定避難所	-1	-1	0	0	0	0	0	1	1		35.688069	139.734074	20
139.746128	35.697402	13101	富士見小学校	東京都千代田区富士見1-1-6	指定避難所、地区救援センター	-1	-1	0	0	0	0	0	1	1		35.697402	139.746128	21
139.7749435	35.6518051	13102	ほっとプラザはるみ	東京都中央区晴海5-2-3	拠点避難所	285	-1	0	0	0	0	0	1	3		35.6518051	139.7749436	22
139.7766994	35.66942099	13102	介護老人保健施設「リハポート明石」	東京都中央区明石町1-6	広域福祉避難所	145	-1	0	0	0	0	0	1	3		35.66942099	139.7766994	23
139.784559	35.688958	13102	久松小学校	東京都中央区久松町7-2	避難所	1560	-1	0	0	0	0	0	1	1		35.688958	139.784559	24
139.775571	35.67499636	13102	京華スクエア（１、２階）	東京都中央区八丁堀3-17-9	避難所	981	-1	0	0	0	0	0	1	3		35.67499636	139.775571	25
139.771717	35.673246	13102	京橋プラザ	東京都中央区銀座1-25-3	避難所	1008	-1	0	0	0	0	0	1	1		35.673246	139.771717	26
139.771405	35.667989	13102	京橋築地小学校	東京都中央区築地2-13-1	避難所	1720	-1	0	0	0	0	0	1	1		35.667989	139.771405	27
139.7769053	35.66652655	13102	教育センター	東京都中央区明石町12-1	広域福祉避難所	94	-1	0	0	0	0	0	1	3		35.66652655	139.7769053	28
139.764934	35.665628	13102	銀座中学校	東京都中央区銀座8-19-15	避難所	2090	-1	0	0	0	0	0	1	1		35.665628	139.764934	29
139.782293	35.66199	13102	月島児童館	東京都中央区月島4-1-1	拠点避難所	918	-1	0	0	0	0	0	1	1		35.66199	139.782293	30
139.782189	35.661999	13102	月島社会教育会館	東京都中央区月島4-1-1	地域福祉避難所	140	-1	0	0	0	0	0	1	1		35.661999	139.782189	31
139.785619	35.658869	13102	月島社会教育会館晴海分館「アートはるみ」	東京都中央区晴海1-4-1	地域福祉避難所	120	-1	0	0	0	0	0	1	1		35.658869	139.785619	32
139.780266	35.660851	13102	月島第一小学校	東京都中央区月島4-15-1	避難所	1420	-1	0	0	0	0	0	1	1		35.660851	139.780266	33
139.785626	35.658879	13102	月島第三小学校	東京都中央区晴海1-4-1	避難所	1840	-1	0	0	0	0	0	1	1		35.658879	139.785626	34
139.775822	35.660212	13102	月島第二小学校	東京都中央区勝どき1-12-2	避難所	1620	-1	0	0	0	0	0	1	1		35.660212	139.775822	35
139.77671	35.679738	13102	阪本小学校	東京都中央区兜町15-18	避難所	990	-1	0	0	0	0	0	1	1		35.679738	139.77671	36
139.7769939	35.69087244	13102	十思スクエア	東京都中央区小伝馬町5-1	避難所	1660	-1	0	0	0	0	0	1	3		35.69087244	139.7769939	37
139.769211	35.679349	13102	城東小学校	東京都中央区八重洲2-2-2	避難所	940	-1	0	0	0	0	0	1	1		35.679349	139.769211	38
139.770627	35.688459	13102	常盤小学校	東京都中央区本石町4-4-26	避難所	890	-1	0	0	0	0	0	1	1		35.688459	139.770627	39
139.783724	35.676414	13102	新川区民館	東京都中央区新川1-26-1	拠点避難所	366	-1	0	0	0	0	0	1	1		35.676414	139.783724	40
139.784849	35.659546	13102	晴海中学校	東京都中央区晴海1-5-3	避難所	1850	-1	0	0	0	0	0	1	1		35.659546	139.784849	41
139.761767	35.672433	13102	泰明小学校	東京都中央区銀座5-1-13	避難所	930	-1	0	0	0	0	0	1	1		35.672433	139.761767	42
139.768151	35.666379	13102	築地社会教育会館	東京都中央区築地4-15-1	地域福祉避難所	310	-1	0	0	0	0	0	1	1		35.666379	139.768151	44
139.778738	35.672294	13102	中央小学校	東京都中央区湊1-4-1	避難所	710	-1	0	0	0	0	0	1	1		35.672294	139.778738	45
139.784737	35.668906	13102	佃児童館シニアセンター	東京都中央区佃1-11-1	地域福祉避難所	170	-1	0	0	0	0	0	1	3		35.668906	139.784737	46
139.784987	35.667989	13102	佃中学校	東京都中央区佃2-3-2	避難所	2380	-1	0	0	0	0	0	1	1		35.667989	139.784987	47
139.784599	35.668572	13102	佃島小学校	東京都中央区佃2-3-1	避難所	2000	-1	0	0	0	0	0	1	1		35.668572	139.784599	48
139.78471	35.659962	13102	特別養護老人ホーム「マイホームはるみ」	東京都中央区晴海1-5-1	広域福祉避難所	60	-1	0	0	0	0	0	1	1		35.659962	139.78471	49
139.783821	35.6731	13102	特別養護老人ホーム「マイホーム新川」	東京都中央区新川2-27-3	広域福祉避難所	40	-1	0	0	0	0	0	1	1		35.6731	139.783821	50
139.784321	35.682486	13102	日本橋公会堂集会室	東京都中央区日本橋蛎殻町1-31-1	拠点避難所	513	-1	0	0	0	0	0	1	1		35.682486	139.784321	51
139.781394	35.684771	13102	日本橋社会教育会館	東京都中央区日本橋人形町1-1-17	地域福祉避難所	130	-1	0	0	0	0	0	1	1		35.684771	139.781394	52
139.781377	35.684848	13102	日本橋小学校	東京都中央区人形町1-1-17	避難所	1240	-1	0	0	0	0	0	1	1		35.684848	139.781377	53
139.787071	35.692459	13102	日本橋中学校	東京都中央区東日本橋1-10-1	避難所	1680	-1	0	0	0	0	0	1	1		35.692459	139.787071	54
139.791461	35.685488	13102	浜町敬老館浜町児童館浜町区民館	東京都中央区日本橋浜町3-37-1	地域福祉避難所	180	-1	0	0	0	0	0	1	1		35.685488	139.791461	55
139.776905	35.666489	13102	福祉センター	東京都中央区明石町12-1	広域福祉避難所	220	-1	0	0	0	0	0	1	1		35.666489	139.776905	56
139.77285	35.654379	13102	豊海小学校	東京都中央区勝どき6-6-2	避難所	1140	-1	0	0	0	0	0	1	1		35.654379	139.77285	57
139.782126	35.676016	13102	明正小学校	東京都中央区新2-13-4	避難所	1000	-1	0	0	0	0	0	1	1		35.676016	139.782126	58
139.77621	35.668683	13102	明石小学校	東京都中央区明石町1-15	避難所	930	-1	0	0	0	0	0	1	1		35.668683	139.77621	59
139.787635	35.683533	13102	有馬小学校	東京都中央区蛎殻町2-10-23	避難所	1760	-1	0	0	0	0	0	1	1		35.683533	139.787635	60
139.756913	35.65879	13103	エコプラザ	東京都港区浜松町1-13-1	避難所	-1	-1	0	0	0	0	0	1	3		35.65879	139.756913	61
139.737631	35.669966	13103	サンサン赤坂	東京都港区赤坂6-6-14	避難所	888	888	0	0	0	0	0	1	3		35.669966	139.737631	62
139.7345476	35.67613766	13103	旧赤坂小学校	東京都港区赤坂4-1-26	避難所	270	270	0	0	0	0	0	1	3		35.67613766	139.7345476	63
139.7431376	35.64606411	13103	旧南海小学校	東京都港区三田3-4-22	避難所	306	306	0	0	0	0	0	1	3		35.64606411	139.7431376	64
139.7426035	35.65820111	13103	旧飯倉小学校	東京都港区東麻布2-1-1	避難所	419	419	0	0	0	0	0	1	3		35.65820111	139.7426035	65
139.7456196	35.66591668	13103	旧鞆絵小学校	東京都港区虎ノ門3-6-9	避難所	556	556	0	0	0	0	0	1	3		35.66591668	139.7456196	66
139.748732	35.667839	13103	虎ノ門健康福祉館（とらトピア）	東京都港区虎ノ門1-21-10	二次避難所、福祉避難所	132	132	0	0	0	0	0	1	3		35.667839	139.748732	67
139.749629	35.661156	13103	御成門小学校	東京都港区芝公園3-2-4	避難所	2104	2104	0	0	0	0	0	1	1		35.661156	139.749629	68
139.750518	35.661572	13103	御成門中学校	東京都港区西新橋3-25-30	避難所	2536	2536	0	0	0	0	0	1	1		35.661572	139.750518	69
139.738079	35.643085	13103	御田小学校	東京都港区三田4-11-38	避難所	1213	1213	0	0	0	0	0	1	1		35.643085	139.738079	70
139.748494	35.648033	13103	港勤労福祉会館	東京都港区芝5-18-2	避難所	651	651	0	0	0	0	0	1	1		35.648033	139.748494	71
139.75003	35.6455	13103	港区スポーツセンター	東京都港区芝浦3-1-19	避難所	4457	4457	0	0	0	0	0	1	1		35.6455	139.75003	72
139.7478735	35.6293067	13103	港南健康福祉館	東京都港区港南4-2-1	二次避難所、福祉避難所	191	191	0	0	0	0	0	1	3		35.6293067	139.7478735	73
139.750075	35.630909	13103	港南小学校	東京都港区港南4-3-6	避難所	2427	2427	0	0	0	0	0	1	1		35.630909	139.750075	74
139.748936	35.63102	13103	港南中学校	東京都港区港南4-3-3	避難所	2236	2236	0	0	0	0	0	1	1		35.63102	139.748936	75
139.777236	35.633842	13103	港陽小・中学校	東京都港区台場1-1-5	避難所	3360	3360	0	0	0	0	0	1	1		35.633842	139.777236	76
139.734104	35.641463	13103	高松中学校	東京都港区高輪1-16-25	避難所	2306	2306	0	0	0	0	0	1	1		35.641463	139.734104	77
139.720216	35.656794	13103	高陵中学校	東京都港区西麻布4-14-8	避難所	-1	-1	0	0	0	0	0	1	1		35.656794	139.720216	78
139.734082	35.641956	13103	高輪区民センター	東京都港区高輪1-16-25	避難所	393	393	0	0	0	0	0	1	1		35.641956	139.734082	79
139.734271	35.63638	13103	高輪台小学校	東京都港区高輪2-8-24	避難所	943	943	0	0	0	0	0	1	1		35.63638	139.734271	80
139.736187	35.63252	13103	高輪福祉会館	東京都港区高輪3-18-15	二次避難所、福祉避難所	138	138	0	0	0	0	0	1	1		35.63252	139.736187	81
139.729132	35.644379	13103	三光小学校	東京都港区白金3-18-2	避難所	1717	1717	0	0	0	0	0	1	1		35.644379	139.729132	82
139.740862	35.645341	13103	三田中学校	東京都港区三田4-13-10	避難所	-1	-1	0	0	0	0	0	1	1		35.645341	139.740862	83
139.7427575	35.64499623	13103	三田中学校仮校舎（旧芝浜中学校）	東京都港区三田3-5-24	避難所	1191	1191	0	0	0	0	0	1	3		35.64499623	139.7427575	84
139.749574	35.648824	13103	三田福祉会館	東京都港区芝4-1-17	二次避難所、福祉避難所	332	332	0	0	0	0	0	1	1		35.648824	139.749574	85
139.748634	35.64057	13103	芝浦港南区民センター	東京都港区芝浦4-13-1	避難所	433	433	0	0	0	0	0	1	1		35.64057	139.748634	86
139.74888	35.645185	13103	芝浦小学校	東京都港区芝浦3-1-20	避難所	1339	1339	0	0	0	0	0	1	1		35.645185	139.74888	87
139.750713	35.654228	13103	芝公園福祉会館	東京都港区芝公園2-7-3	二次避難所、福祉避難所	250	250	0	0	0	0	0	1	1		35.654228	139.750713	88
139.750074	35.651129	13103	芝小学校	東京都港区芝2-21-3	避難所	855	855	0	0	0	0	0	1	1		35.651129	139.750074	89
139.755602	35.65149	13103	障害保健福祉センター	東京都港区芝1-8-23	二次避難所、福祉避難所	526	526	0	0	0	0	0	1	1		35.65149	139.755602	90
139.754129	35.662156	13103	新橋福祉会館	東京都港区新橋6-4-2	二次避難所、福祉避難所	148	148	0	0	0	0	0	1	1		35.662156	139.754129	91
139.724438	35.643602	13103	神応小学校	東京都港区白金6-9-5	避難所	1104	1104	0	0	0	0	0	1	1		35.643602	139.724438	92
139.7570912	35.66552162	13103	生涯学習センター	東京都港区新橋3-16-3	避難所	838	838	0	0	0	0	0	1	3		35.66552162	139.7570912	93
139.722882	35.660405	13103	西麻布福祉会館	東京都港区西麻布2-13-3	二次避難所、福祉避難所	122	122	0	0	0	0	0	1	1		35.660405	139.722882	94
139.719132	35.669849	13103	青山小学校	東京都港区南青山2-21-2	避難所	1691	1691	0	0	0	0	0	1	1		35.669849	139.719132	95
139.722826	35.673987	13103	青山中学校	東京都港区北青山1-1-9	避難所	2621	2621	0	0	0	0	0	1	1		35.673987	139.722826	96
139.72116	35.669126	13103	青山福祉会館	東京都港区南青山2-16-5	二次避難所、福祉避難所	585	585	0	0	0	0	0	1	1		35.669126	139.72116	97
139.716132	35.663488	13103	青南小学校	東京都港区南青山4-21-15	避難所	1723	1723	0	0	0	0	0	1	1		35.663488	139.716132	98
139.71766	35.666654	13103	青南福祉会館	東京都港区南青山4-10-1	二次避難所、福祉避難所	138	138	0	0	0	0	0	1	1		35.666654	139.71766	99
139.74238	35.653212	13103	赤羽小学校	東京都港区三田1-4-52	避難所	1597	1597	0	0	0	0	0	1	1		35.653212	139.74238	100
139.731634	35.674749	13103	赤坂区民センター	東京都港区赤坂4-18-13	避難所	475	475	0	0	0	0	0	1	1		35.674749	139.731634	101
139.731131	35.669404	13103	赤坂小学校	東京都港区赤坂8-13-29	避難所	2001	2001	0	0	0	0	0	1	1		35.669404	139.731131	102
139.730714	35.668349	13103	赤坂中学校	東京都港区赤坂9-2-3	避難所	1114	1114	0	0	0	0	0	1	1		35.668349	139.730714	103
139.734408	35.670154	13103	赤坂福祉会館	東京都港区赤坂6-4-8	二次避難所、福祉避難所	118	118	0	0	0	0	0	1	1		35.670154	139.734408	104
139.77717	35.629892	13103	台場区民センター	東京都港区台場1-5-1	避難所	298	298	0	0	0	0	0	1	1		35.629892	139.77717	105
139.749033	35.645664	13103	男女平等参画センター	東京都港区芝浦3-1-47	避難所	552	552	0	0	0	0	0	1	3		35.645664	139.749033	106
139.726715	35.643602	13103	朝日中学校	東京都港区白金4-1-12	避難所	1703	1703	0	0	0	0	0	1	1		35.643602	139.726715	107
139.735853	35.650823	13103	東町小学校	東京都港区南麻布1-8-11	避難所	1073	1073	0	0	0	0	0	1	1		35.650823	139.735853	108
139.73102	35.657156	13103	南山小学校	東京都港区元麻布3-8-15	避難所	1173	1173	0	0	0	0	0	1	1		35.657156	139.73102	109
139.730699	35.656156	13103	南麻布福祉会館	東京都港区南麻布1-5-26	二次避難所、福祉避難所	224	224	0	0	0	0	0	1	1		35.656156	139.730699	110
139.728577	35.636825	13103	白金小学校	東京都港区白金台1-4-26	避難所	1805	1805	0	0	0	0	0	1	1		35.636825	139.728577	111
139.724938	35.63763	13103	白金台福祉会館	東京都港区白金台4-8-5	二次避難所、福祉避難所	424	424	0	0	0	0	0	1	1		35.63763	139.724938	112
139.731048	35.644963	13103	白金福祉会館	東京都港区白金3-10-12	二次避難所、福祉避難所	129	129	0	0	0	0	0	1	1		35.644963	139.731048	113
139.74081	35.656971	13103	飯倉福祉会館	東京都港区東麻布2-16-11	二次避難所、福祉避難所	157	157	0	0	0	0	0	1	1		35.656971	139.74081	114
139.7539298	35.66107558	13103	福祉プラザさくら川	東京都港区新橋6-19-2	避難所	189	189	0	0	0	0	0	1	3		35.66107558	139.7539298	115
139.739548	35.646296	13103	豊岡福祉会館	東京都港区三田5-7-7	二次避難所、福祉避難所	121	121	0	0	0	0	0	1	1		35.646296	139.739548	116
139.729715	35.649712	13103	本村小学校	東京都港区南麻布3-9-33	避難所	2017	2017	0	0	0	0	0	1	1		35.649712	139.729715	117
139.730104	35.651267	13103	本村福祉会館	東京都港区南麻布3-5-15	二次避難所、福祉避難所	149	149	0	0	0	0	0	1	1		35.651267	139.730104	118
139.735012	35.660648	13103	麻布区民センター	東京都港区六本木5-16-45	避難所	326	326	0	0	0	0	0	1	1		35.660648	139.735012	119
139.738603	35.661933	13103	麻布小学校	東京都港区麻布台1-5-15	避難所	1435	1435	0	0	0	0	0	1	1		35.661933	139.738603	120
139.731829	35.660834	13103	六本木中学校	東京都港区六本木6-8-16	避難所	1534	1534	0	0	0	0	0	1	1		35.660834	139.731829	121
139.724854	35.656378	13103	笄小学校	東京都港区西麻布3-11-16	避難所	1412	1412	0	0	0	0	0	1	1		35.656378	139.724854	122
139.678911	35.720675	13104	あゆみの家	東京都新宿区西落合1-30-10	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.720675	139.678911	123
139.699507	35.721242	13104	下落合地域交流館	東京都新宿区下落合3-12-33	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.721242	139.699507	124
139.695959	35.712159	13104	高田馬場シニア活動館	東京都新宿区高田馬場3-39-29	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.712159	139.695959	125
139.697762	35.71420246	13104	高田馬場第一児童館	東京都新宿区高田馬場3-18-21	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	4		35.71420246	139.697762	126
139.702021	35.709066	13104	高田馬場福祉作業所	東京都新宿区百人町4-4-2	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.709066	139.702021	127
139.729607	35.708014	13104	山吹町地域交流館	東京都新宿区山吹町342	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.708014	139.729607	128
139.7176097	35.70338652	13104	障害者福祉センター	東京都新宿区戸山1-22-2	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	4		35.70338652	139.7176097	129
139.685439	35.711065	13104	上落合児童館	東京都新宿区上落合2-28-8	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.711065	139.685439	130
139.685395	35.711018	13104	上落合地域交流館	東京都新宿区上落合2-28-8	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.711018	139.685395	131
139.7201692	35.68339954	13104	信濃町シニア活動館	東京都新宿区信濃町20	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.68339954	139.7201692	132
139.727105	35.703717	13104	新宿生活実習所	東京都新宿区弁天町50	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.703717	139.727105	133
139.7110181	35.69305786	13104	新宿地域交流館	東京都新宿区新宿5-3-13	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.69305786	139.7110181	134
139.717409	35.703706	13104	新宿福祉作業所	東京都新宿区戸山1-22-12	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.703706	139.717409	135
139.68677	35.686413	13104	西新宿児童館	東京都新宿区西新宿4-35-28	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.686413	139.68677	136
139.717889	35.711811	13104	西早稲田地域交流館	東京都新宿区西早稲田1-22-2	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.711811	139.717889	137
139.722185	35.705093	13104	早稲田南町児童館	東京都新宿区早稲田南町50	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.705093	139.722185	138
139.722413	35.705214	13104	早稲田南町地域交流館	東京都新宿区早稲田南町50	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.705214	139.722413	139
139.698172	35.703342	13104	百人町ことぶき館	東京都新宿区百人町2-18-21	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.703342	139.698172	140
139.698109	35.703291	13104	百人町児童館	東京都新宿区百人町2-18-21	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.703291	139.698109	141
139.715631	35.694068	13104	富久町児童館	東京都新宿区富久町22-21	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.694068	139.715631	142
139.690244	35.698456	13104	北新宿第一児童館	東京都新宿区北新宿2-3-7	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.698456	139.690244	143
139.6901156	35.69852605	13104	北新宿地域交流館	東京都新宿区北新宿2-3-7	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.69852605	139.6901156	144
139.734046	35.699734	13104	愛日小学校	東京都新宿区北町26	避難所、一時避難所	-1	-1	0	0	0	0	0	1	1		35.699734	139.734046	145
139.727685	35.704595	13104	榎町子ども家庭支援センター	東京都新宿区榎町36	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	4		35.704595	139.727685	146
139.713548	35.689652	13104	花園小学校	東京都新宿区新宿1-22-1	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.689652	139.713548	147
139.713604	35.689568	13104	花園幼稚園	東京都新宿区新宿1-22-1	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.689568	139.713604	148
139.713567	35.706879	13104	学習院女子大学、学習院女子中・高等科	東京都新宿区戸山3-20-1	一時避難所	-1	-1	0	0	0	0	0	1	1		35.706879	139.713567	149
139.730435	35.700345	13104	牛込第一中学校	東京都新宿区北山伏町4-1	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.700345	139.730435	150
139.731685	35.697679	13104	牛込第三中学校	東京都新宿区市谷加賀町1-3-1	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.697679	139.731685	151
139.723102	35.704484	13104	牛込第二中学校	東京都新宿区喜久井町20	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.704484	139.723102	152
139.723686	35.695846	13104	牛込仲之小学校	東京都新宿区市谷仲之町4-33	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.695846	139.723686	153
139.723575	35.69579	13104	牛込仲之幼稚園	東京都新宿区市谷仲之町4-33	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.69579	139.723575	154
139.710989	35.704526	13104	戸山ことぶき館	東京都新宿区戸山2-27-2	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.704526	139.710989	155
139.702021	35.704261	13104	戸山小学校	東京都新宿区百人町2-1-38	一時避難所	-1	-1	0	0	0	0	0	1	1		35.704261	139.702021	156
139.701938	35.7039	13104	戸山幼稚園	東京都新宿区百人町2-1-38	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.7039	139.701938	157
139.714689	35.711219	13104	戸塚第一小学校	東京都新宿区西早稲田3-10-12	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.711219	139.714689	158
139.714714	35.710955	13104	戸塚第一幼稚園	東京都新宿区西早稲田3-10-12	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.710955	139.714714	159
139.697604	35.714843	13104	戸塚第三小学校	東京都新宿区高田馬場3-18-21	一時避難所	-1	-1	0	0	0	0	0	1	1		35.714843	139.697604	160
139.705881	35.712593	13104	戸塚第二小学校	東京都新宿区高田馬場1-25-21	避難所、一時避難所	-1	-1	0	0	0	0	0	1	1		35.712593	139.705881	161
139.706104	35.712149	13104	戸塚第二幼稚園	東京都新宿区高田馬場1-25-21	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.712149	139.706104	162
139.736351	35.707095	13104	江戸川小学校	東京都新宿区水道町1-28	一時避難所	-1	-1	0	0	0	0	0	1	1		35.707095	139.736351	163
139.709299	35.711063	13104	高田馬場第二児童館・ことぶき館	東京都新宿区高田馬場1-4-17	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.711063	139.709299	164
139.690547	35.717623	13104	高齢者いこいの家清風園	東京都新宿区中落合1-7-26	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.717623	139.690547	165
139.7178451	35.68951931	13104	四谷ひろば	東京都新宿区四谷4-20	一時避難所、避難所	-1	-1	0	0	0	0	0	1	3		35.68951931	139.7178451	166
139.724953	35.68665	13104	四谷小学校	東京都新宿区四谷2-6	一時避難所、避難所	-1	-1	0	0	0	0	0	1	3		35.68665	139.724953	167
139.71566	35.681653	13104	四谷第六小学校	東京都新宿区大京町30	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.681653	139.71566	168
139.716048	35.681764	13104	四谷第六幼稚園	東京都新宿区大京町30	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.681764	139.716048	169
139.728519	35.684486	13104	四谷中学校	東京都新宿区四谷1-12	避難所、一時避難所	-1	-1	0	0	0	0	0	1	1		35.684486	139.728519	170
139.7123114	35.70079551	13104	子ども総合センター	東京都新宿区新宿7-3-29	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	3		35.70079551	139.7123114	171
139.728741	35.699818	13104	市谷小学校	東京都新宿区市谷山伏町1-3	一時避難所	-1	-1	0	0	0	0	0	1	1		35.699818	139.728741	172
139.728685	35.699734	13104	市谷幼稚園	東京都新宿区市谷山伏町1-3	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.699734	139.728685	173
139.720322	35.683301	13104	信濃町子ども家庭支援センター	東京都新宿区信濃町20	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	4		35.683301	139.720322	174
139.700799	35.708538	13104	新宿西戸山中学校	東京都新宿区百人町4-3-1	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.708538	139.700799	175
139.7106962	35.69573821	13104	新宿中学校	東京都新宿区新宿6-15-22	一時避難所、避難所	-1	-1	0	0	0	0	0	1	4		35.69573821	139.7106962	176
139.686162	35.68829	13104	新宿養護学校	東京都新宿区西新宿4-20-11	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.68829	139.686162	177
139.723103	35.698595	13104	成城学校	東京都新宿区原町3-87	一時避難所	-1	-1	0	0	0	0	0	1	1		35.698595	139.723103	178
139.699604	35.708094	13104	西戸山小学校	東京都新宿区百人町4-2-1	一時避難所、避難所	-1	-1	0	0	0	0	0	1	1		35.708094	139.699604	179
139.695688	35.708871	13104	西戸山幼稚園	東京都新宿区百人町4-7-1	二次避難所、福祉避難所	-1	-1	0	0	0	0	0	1	1		35.708871	139.695688	180
